dataset,input_dim,replicate,width,level_type,threshold,optimization_proxy,eligible_models,pair_index,model_left,model_right,endpoint_left,endpoint_right,sampled_path_max,certified_path_upper,certificate_width,sampled_gap,certified_gap_upper,direct_sampled_max,direct_certified_upper,direct_certificate_width,direct_certified_gap_upper,proof_node_max,proof_certified_upper,proof_certificate_width,proof_certified_gap_upper,proof_path_nodes,proof_bridge_width,proof_reference_objective,certified_below_level,unresolved_segments,trained_midpoints,path_nodes
ridge_teacher_binary,1,1,8,fixed,0.5961500282892952,0.5961500197619644,8,0,2,5,0.5961500272252354,0.5961500203017293,0.5961590112419548,0.5961883894905609,2.9378248606048984e-05,8.982952659608578e-06,3.836120126565756e-05,0.6529705140194667,0.657813661406465,0.004843147386998314,0.061663633117169825,0.6786722469295927,0.6786722469295927,0.0,0.08252221864029752,14,4,0.596150019925957,False,92,18,120
ridge_teacher_binary,1,1,8,fixed,0.5961500282892952,0.5961500197619644,8,1,0,4,0.5961500197652175,0.5961500287323036,0.596156201264121,0.5961706887638187,1.4487499697679596e-05,6.172974825857658e-06,2.0660474523537253e-05,0.6098220210838006,0.6119172271936167,0.0020952061098161723,0.015767198904321544,0.6786638102109249,0.6786638102109249,0.0,0.08251378192162973,20,4,0.596150019925957,False,87,12,105
ridge_teacher_binary,1,1,8,fixed,0.5961500282892952,0.5961500197619644,8,2,6,1,0.5961500199893818,0.5961500215236407,0.5961600118265813,0.5961708349901044,1.0823163523077106e-05,9.98353728609569e-06,2.0806700809172796e-05,0.6018546094148045,0.6030404949518129,0.0011858855370083798,0.006890466662517691,0.6786724098224157,0.6786724098224157,0.0,0.08252238153312053,11,4,0.596150019925957,False,64,6,91
ridge_teacher_binary,1,1,8,moving,0.6010513190066379,0.5961500197619644,8,0,2,5,0.5961500272252354,0.5961500203017293,0.6010494977342854,0.601070196983224,2.0699248938549353e-05,0.0,1.8877976586062495e-05,0.6529705140194667,0.657813661406465,0.004843147386998314,0.05676234239982714,0.5961500272252354,0.5961500272252354,0.0,0.0,29,2,0.5961500218374359,False,2,12,41
ridge_teacher_binary,1,1,8,moving,0.6010513190066379,0.5961500197619644,8,1,6,3,0.5961500199893818,0.5961500228510093,0.6010211494862606,0.6010447813090578,2.3631822797187674e-05,0.0,0.0,0.6037269092667894,0.6051220907010636,0.0013951814342741953,0.004070771694425712,0.5961500228510093,0.5961500228510093,0.0,0.0,23,2,0.5961500218374359,True,0,1,10
ridge_teacher_binary,1,1,8,moving,0.6010513190066379,0.5961500197619644,8,2,1,7,0.5961500215236407,0.5961500202062534,0.6010481049667661,0.6010736153495289,2.5510382762772288e-05,0.0,2.22963428909706e-05,0.6515950193385042,0.6544392872545347,0.0028442679160305406,0.05338796824789682,0.5961500218374359,0.5961500218374359,0.0,0.0,26,2,0.5961500218374359,False,2,12,29
ridge_teacher_binary,1,1,16,fixed,0.5961500282892952,0.5961500197619644,8,0,7,0,0.5961500210114548,0.5961500198186882,0.5961568395973755,0.5961631468628978,6.307265522309535e-06,6.811308080334477e-06,1.3118573602644013e-05,0.5998872134712399,0.6016504421254991,0.0017632286542592635,0.005500413836203921,0.5961500210114548,0.5961500210114548,0.0,0.0,74,4,0.596150019925957,False,66,9,129
ridge_teacher_binary,1,1,16,fixed,0.5961500282892952,0.5961500197619644,8,1,5,6,0.5961500203028203,0.5961500226944153,0.5961590328699046,0.5961816910010873,2.265813118274007e-05,9.004580609373036e-06,3.166271179211311e-05,0.6406594114582468,0.6445994481427166,0.00394003668446985,0.04844941985342144,0.5961500226944153,0.5961500226944153,0.0,0.0,69,4,0.596150019925957,False,95,17,129
ridge_teacher_binary,1,1,16,fixed,0.5961500282892952,0.5961500197619644,8,2,3,4,0.5961500216628878,0.5961500213946888,0.5961579537594281,0.5961695556451331,1.160188570492604e-05,7.925470132952306e-06,1.9527355837878346e-05,0.6089595791823506,0.611658171188313,0.0026985920059624524,0.015508142899017807,0.5961500216628878,0.5961500216628878,0.0,0.0,55,4,0.596150019925957,False,86,13,113
ridge_teacher_binary,1,1,16,moving,0.599615762526353,0.5961500197619644,8,0,1,2,0.5961500198143873,0.5961500211823559,0.599615407000805,0.5996299683611419,1.456136033695099e-05,0.0,1.4205834788949545e-05,0.6369368062376145,0.6404838877298752,0.003547081492260684,0.04086812520352223,0.5961500211823559,0.5961500211823559,0.0,0.0,61,4,0.596150019925957,False,4,6,26
